x,y
0.991103767664862,0.990130699304098
0.0444156011295561,0.986473610295363
0.124627164689756,0.995494167289709
0.161596110121059,0.98686385017076
0.222546947051107,0.996942227784492
0.294294301095278,0.998310199812476
0.337982081730067,0.986229064482586
0.426628508137343,0.00730831350657973
0.471286384433713,0.00961464983902485
0.533487739104737,0.999008823510619
0.594936331020238,0.995539093675871
0.650292526770912,0.994442244148957
0.712952853332341,0.011056935218426
0.777123081908382,0.0115691923491895
0.831290805458167,0.00091417692154531
0.890249906541552,0.991614692076138
0.954862572211594,0.996371944984496
0.987033583556331,0.986600187987533
0.00372668930370893,0.0448957449261809
0.0519384362439794,0.0551934975975839
0.131537140749034,0.0642170380214515
0.17595587653252,0.0527563294182722
0.243453794647081,0.0726138495796553
0.291474988972716,0.0737832753442799
0.366202585066605,0.0450540485455746
0.425004307576351,0.0596914753480504
0.467533833562642,0.0706784324442197
0.525550001202544,0.0578524477097937
0.578741750404591,0.0741815504664408
0.637274767206145,0.0632409253156416
0.713317230122883,0.0705903419141558
0.754977129479759,0.0625341932505299
0.823677775998582,0.0548354627820161
0.877701545519371,0.0674766906364101
0.932049641850962,0.0440282787122383
0.998305430040586,0.0524801499721245
0.0091712695900247,0.112834259752322
0.0482383030093416,0.128147431813039
0.127419069903677,0.107333020239153
0.178904941347828,0.130085622740849
0.249547782490699,0.121308860658568
0.295840856534901,0.129472582873755
0.360063322381324,0.116733364393215
0.417051094577744,0.122250628882277
0.483723967927528,0.102634625356374
0.531722615554751,0.124050941187715
0.585511465677692,0.132169263191768
0.6554421819623,0.12829564062962
0.705653705706378,0.118414321358223
0.75763988788386,0.106460245075411
0.8138221488674,0.129677603062163
0.884956485332224,0.127934389179477
0.93791593489235,0.122005759857624
0.996481445847163,0.13012094627999
0.00319627427627241,0.161680225629053
0.0516684100497493,0.176341025567341
0.120961039549753,0.187039648613976
0.179742033520489,0.190352585541535
0.242015656564894,0.190654998161321
0.30519388212785,0.191689077490737
0.351672321854928,0.170281659763421
0.416726914942302,0.184387252278653
0.459007950055267,0.171841807225825
0.525199266267566,0.162495151979957
0.581605295130797,0.16888942259353
0.638413150944372,0.18116289074572
0.717364846065134,0.166628903624897
0.766804454292145,0.189928651930132
0.815917319390142,0.186180302072694
0.874713729569888,0.177629095528594
0.941820694327877,0.166582047209085
0.0137741927719277,0.177547720895577
0.999729470270994,0.221308443196497
0.0570282275844389,0.239856597271643
0.12181554793122,0.23497121473485
0.166522466841892,0.249839200038067
0.247855973953564,0.247559172264919
0.294466935785886,0.244595734909811
0.360677992986502,0.245176136720607
0.401821376498244,0.240543077334071
0.465907551596561,0.220510561023799
0.524698351283873,0.226615135561294
0.600622014471617,0.234671969341179
0.634770404974199,0.23753718475656
0.691713157253594,0.23465491433914
0.758335296019024,0.222064405153392
0.80819943674263,0.232391763050303
0.881577944462983,0.224726812642358
0.940924662213719,0.249151421784539
0.999707204316197,0.242897134075911
0.987359724664478,0.308240024267949
0.0484524976511284,0.308770031154177
0.107164937736221,0.28667448186329
0.182131898435892,0.308052692495158
0.239237218270383,0.281482749808985
0.278872183013794,0.30691636530676
0.363834947873776,0.295579818365216
0.397722363531488,0.299464995516427
0.47123107678355,0.28318088675714
0.51641071358632,0.305509369944981
0.596759183752738,0.285968661236828
0.642483072547985,0.309159793018908
0.704576362948666,0.280194363043852
0.766478742224913,0.301968502507352
0.811825690535692,0.288139171807276
0.874169892004353,0.286371890661048
0.927557058878615,0.294399468742521
0.0133331807272246,0.293929434103772
0.00618885880378738,0.337676645125548
0.0448642358711709,0.339710192913726
0.120340965478621,0.346744729821912
0.163144452104425,0.36817501758178
0.224496524298732,0.346742259600293
0.299946711839771,0.341267440300911
0.352893973016083,0.341777556736434
0.410178507352804,0.34434674771506
0.462712834341239,0.357753702356884
0.529081144594992,0.356478984510493
0.576253603439431,0.36660822905421
0.648204961792362,0.360915781038091
0.70982608735925,0.344511270320479
0.759211805239705,0.356186432596668
0.813904169881019,0.340717435416071
0.885461572712917,0.359319335560756
0.930081894559517,0.349189592559756
0.987645179538499,0.362819496871422
0.989210153725573,0.412537794925856
