x,y
0.8883261298760772,0.14202281669713557
0.1244225399568677,0.23197774169966578
0.14656834513880312,0.545270879054442
0.7038552814628929,0.3731287023983896
0.5602182536385953,0.17833340261131525
0.08929286524653435,0.9579113963991404
0.5669297343119979,0.7342963181436062
0.1992596099153161,0.8828677090350538
0.961719844955951,0.8302386265713722
0.9908545836806297,0.851671993965283
0.7023912649601698,0.9442622284404933
0.775697881123051,0.9128746648784727
0.8439984116703272,0.09995558462105691
0.24414113513194025,0.029027254786342382
0.7034448792692274,0.9893698294181377
0.4664108227007091,0.23113014386035502
0.37882939586415887,0.5933734842110425
0.18964587058871984,0.46711917873471975
0.9666506128851324,0.6786020311992615
0.9914897426497191,0.716675384202972
0.30368842650204897,0.18291550199501216
0.26854061312042177,0.02451182622462511
0.48702202877029777,0.507899230113253
0.26321699749678373,0.8604200778063387
0.894561193883419,0.6921825977042317
0.43431356246583164,0.20471630338579416
0.9604303762316704,0.4059680113568902
0.4274091715924442,0.6969314478337765
0.1600414738059044,0.3215752928517759
0.9449099688790739,0.6292661488987505
0.5124116807710379,0.9824478114023805
0.707545712357387,0.7815429486799985
0.049712093779817224,0.039012401830405
0.14411101746372879,0.933743221219629
0.9066113934386522,0.4475031604524702
0.5829534295480698,0.007011684123426676
0.6706876195967197,0.7390597683843225
0.9743967531248927,0.5898782040458173
0.5113621128257364,0.3139478834345937
0.3710995623841882,0.5788213142659515
0.6125977553892881,0.19514938769862056
0.1923897957894951,0.7005471221636981
0.22035440523177385,0.3116371126379818
0.5079825690481812,0.026880708057433367
0.41909825219772756,0.058018690906465054
0.6077936040237546,0.1270993258804083
0.5340451267547905,0.5574993398040533
0.48147455765865743,0.271047341870144
0.3490836047567427,0.37870883755385876
0.9954719666857272,0.23810940771363676
0.3053582606371492,0.5393963956739753
0.13465752033516765,0.5198572140652686
0.27488214313052595,0.48524694703519344
0.8027599274646491,0.7242312130983919
0.2243736411910504,0.816366053186357
0.9250784364994615,0.5427502314560115
0.32969442871399224,0.6537412819452584
0.4753702264279127,0.5550326551310718
0.7461532799061388,0.3406213419511914
0.9055880482774228,0.441460917936638
0.07567074079997838,0.06931424490176141
0.20406383811496198,0.768525943858549
0.7581574702635407,0.6158186716493219
0.26341299270279706,0.4193672121036798
0.6503836826886982,0.4011769148055464
0.5978482232894748,0.16122339922003448
0.6880090907216072,0.9530497293453664
0.2471045081038028,0.5124395142775029
0.9163596190046519,0.05526169668883085
0.0730389328673482,0.37097731116227806
0.9213239862583578,0.06472278130240738
0.1758994315750897,0.3320687396917492
0.8739113814663142,0.8358787863980979
0.34248085715807974,0.6838008514605463
0.8713734652847052,0.47720810817554593
0.04250301164574921,0.3983384622260928
0.4535084080416709,0.4684467609040439
0.6906153766904026,0.8190804768819362
0.594704020768404,0.6373763105366379
0.13322764914482832,0.07457873714156449
0.8531358814798295,0.44418657571077347
0.20246117212809622,0.5511687740217894
0.2571717738173902,0.24944457365199924
0.8503449610434473,0.04979531653225422
0.33434576890431345,0.0968919126316905
0.20607047225348651,0.7481157432775944
0.22106600389815867,0.7542531236540526
0.4980858105700463,0.601539448602125
0.12359898560680449,0.05460957530885935
0.02231827238574624,0.08073085593059659
0.7313097342848778,0.08394908625632524
0.5640329215675592,0.9326868529897183
0.58820292330347,0.10525657213293016
0.14858717657625675,0.7027054734062403
0.8367725498974323,0.813639443134889
0.13782484410330653,0.971135349245742
0.28145632217638195,0.4111369813326746
0.7346981109585613,0.40525052486918867
0.3937231283634901,0.1037154602818191
0.09315429604612291,0.5308706823270768
0.7131810632999986,0.34658472961746156
0.7064651369582862,0.527241688221693
0.9532267437316477,0.18161655287258327
0.8923451071605086,0.9971042072866112
0.45754108438268304,0.19127207063138485
0.8115689682308584,0.7842481089755893
0.5996957113966346,0.7084757974371314
0.401441004127264,0.07835482689552009
0.5837775932159275,0.9402701146900654
0.7794326222501695,0.6897540059871972
0.975161041598767,0.8814990678802133
0.45234791724942625,0.19535792409442365
0.28463416383601725,0.7963742481078953
